,Date,Time,Station,CAPE,CIN
1279,1992-05-16,0,RAP,1815.6805471826356 joule / kilogram,-84.09554500784915 joule / kilogram
1280,1992-05-16,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1281,1992-05-16,0,GJT,109.78983023214116 joule / kilogram,-2.5654464538662705 joule / kilogram
1282,1992-05-16,0,DNR,283.66899709658003 joule / kilogram,-4.1067884185942685 joule / kilogram
1283,1992-05-16,0,TUS,89.11198022168563 joule / kilogram,-0.30395601311920034 joule / kilogram
1284,1992-05-16,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1285,1992-05-16,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1286,1992-05-16,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
1287,1992-05-16,0,YMO,51.18181971157183 joule / kilogram,-11.736923609963442 joule / kilogram
1288,1992-05-16,0,GRB,126.66149831978707 joule / kilogram,-52.92558543876552 joule / kilogram
1289,1992-05-16,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1290,1992-05-16,0,DDC,1717.716817925086 joule / kilogram,-9.127935499967457 joule / kilogram
1291,1992-05-16,0,TOP,2448.582112804495 joule / kilogram,-30.91014512159845 joule / kilogram
1292,1992-05-16,0,AMA,1405.585039533257 joule / kilogram,-9.062138170905495 joule / kilogram
1293,1992-05-16,0,OUN,3372.55293766471 joule / kilogram,-0.00013154099019270954 joule / kilogram
1294,1992-05-16,0,MAF,0.0 joule / kilogram,-140.88526072865628 joule / kilogram
1295,1992-05-16,0,DRT,4.879460071307135 joule / kilogram,-0.00012886420132791993 joule / kilogram
1296,1992-05-16,0,BRO,6.037929881332713 joule / kilogram,-262.5343457435486 joule / kilogram
1297,1992-05-16,0,LZK,658.4577785883591 joule / kilogram,-0.01431513000986564 joule / kilogram
1298,1992-05-16,0,LCH,738.6181061483936 joule / kilogram,-7.066718067711397 joule / kilogram
1299,1992-05-16,0,JAN,254.99963587213736 joule / kilogram,-0.038739609708215376 joule / kilogram
1300,1992-05-16,0,LIX,160.92040256037657 joule / kilogram,-84.6875588584161 joule / kilogram
1301,1992-05-16,0,BNA,914.5877664723798 joule / kilogram,-0.03055271706755588 joule / kilogram
1302,1992-05-16,0,TLH,388.44331585708926 joule / kilogram,-4.081131415266663 joule / kilogram
1303,1992-05-16,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1304,1992-05-16,0,BUF,1.7213833843376443 joule / kilogram,-0.0019342213163409392 joule / kilogram
1305,1992-05-16,0,ALB,1.3027590263915103 joule / kilogram,-21.320357840868596 joule / kilogram
1306,1992-05-16,0,CAR,4.571327257067003 joule / kilogram,-0.00025075218616087304 joule / kilogram
1307,1992-05-16,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1308,1992-05-16,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1309,1992-05-16,0,PIT,104.31032804962798 joule / kilogram,-0.0005097735025692654 joule / kilogram
1310,1992-05-16,0,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1311,1992-05-16,0,WAL,0.0 joule / kilogram,0.0 joule / kilogram
1312,1992-05-16,0,GSO,332.8002112768252 joule / kilogram,-86.65002760152704 joule / kilogram
1313,1992-05-16,0,CHS,66.0888851435087 joule / kilogram,-3.7368533143166687 joule / kilogram
1314,1992-05-16,0,TBW,903.2667724273092 joule / kilogram,-31.614299778822215 joule / kilogram
1315,1992-05-17,12,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1316,1992-05-17,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1317,1992-05-17,12,OAK,0.5853826265773481 joule / kilogram,-11.06712488245688 joule / kilogram
1318,1992-05-17,12,NKX,0.0642166736162899 joule / kilogram,-1.9419280669931407 joule / kilogram
1319,1992-05-17,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1320,1992-05-17,12,RAP,0.0 joule / kilogram,0.0 joule / kilogram
1321,1992-05-17,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1322,1992-05-17,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
1323,1992-05-17,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
1324,1992-05-17,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1325,1992-05-17,12,INL,0.0 joule / kilogram,-0.9849018063607842 joule / kilogram
1326,1992-05-17,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1327,1992-05-17,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1328,1992-05-17,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1329,1992-05-17,12,DDC,9.668978532253789 joule / kilogram,-0.00013622451117192638 joule / kilogram
1330,1992-05-17,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
1331,1992-05-17,12,AMA,16.186605712061994 joule / kilogram,-0.20938229732469862 joule / kilogram
1332,1992-05-17,12,OUN,107.10438345915694 joule / kilogram,-30.690444068141954 joule / kilogram
1333,1992-05-17,12,MAF,0.0 joule / kilogram,0.0 joule / kilogram
1334,1992-05-17,12,ADN,875.2726332216945 joule / kilogram,-286.94039158092914 joule / kilogram
1335,1992-05-17,12,BRO,1481.8943907133928 joule / kilogram,-146.90099417799226 joule / kilogram
1336,1992-05-17,12,LZK,39.605688908542035 joule / kilogram,-171.1601512750356 joule / kilogram
1337,1992-05-17,12,LCH,192.27081504090606 joule / kilogram,-110.98804959072632 joule / kilogram
1338,1992-05-17,12,JAN,0.0 joule / kilogram,0.0 joule / kilogram
1339,1992-05-17,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
1340,1992-05-17,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
1341,1992-05-17,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
1342,1992-05-17,12,WMW,0.1373952077341431 joule / kilogram,-0.08758068148881495 joule / kilogram
1343,1992-05-17,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
1344,1992-05-17,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1345,1992-05-17,12,CAR,0.3047823862322663 joule / kilogram,-0.00011477590321137761 joule / kilogram
1346,1992-05-17,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1347,1992-05-17,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
1348,1992-05-17,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1349,1992-05-17,12,WAL,0.000351016626131307 joule / kilogram,-0.004870600280481959 joule / kilogram
1350,1992-05-17,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
1351,1992-05-17,12,TBW,34.05553247168041 joule / kilogram,-134.7139273370809 joule / kilogram
1352,1992-05-17,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1353,1992-05-17,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1354,1992-05-17,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1355,1992-05-17,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1356,1992-05-17,0,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1357,1992-05-17,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1358,1992-05-17,0,DNR,0.0 joule / kilogram,0.0 joule / kilogram
1359,1992-05-17,0,TUS,0.0 joule / kilogram,0.0 joule / kilogram
1360,1992-05-17,0,BIS,64.54734677457323 joule / kilogram,-0.024835574137029706 joule / kilogram
1361,1992-05-17,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1362,1992-05-17,0,INL,6.563384586636063 joule / kilogram,-0.08741141062572312 joule / kilogram
1363,1992-05-17,0,YMO,0.3719310089456865 joule / kilogram,-124.46810809398482 joule / kilogram
1364,1992-05-17,0,GRB,1.2274350312589863 joule / kilogram,-401.1438099770492 joule / kilogram
1365,1992-05-17,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1366,1992-05-17,0,DDC,104.62243209287145 joule / kilogram,-0.00014466737059221226 joule / kilogram
1367,1992-05-17,0,TOP,1309.3912768764815 joule / kilogram,-41.5704420599067 joule / kilogram
1368,1992-05-17,0,AMA,458.7111472999584 joule / kilogram,-64.94115901434729 joule / kilogram
1369,1992-05-17,0,OUN,7.9391562325071305 joule / kilogram,-4.868215142385846 joule / kilogram
1370,1992-05-17,0,MAF,334.42992992602944 joule / kilogram,-7.681076148234049 joule / kilogram
1371,1992-05-17,0,BRO,2590.5818889248585 joule / kilogram,-0.892205441349914 joule / kilogram
1372,1992-05-17,0,LZK,922.6630081362846 joule / kilogram,-44.92242815290894 joule / kilogram
1373,1992-05-17,0,LCH,816.1033035255016 joule / kilogram,-5.150208964437009 joule / kilogram
1374,1992-05-17,0,JAN,443.5089370018653 joule / kilogram,-0.49918897005023494 joule / kilogram
1375,1992-05-17,0,LIX,195.77517533951243 joule / kilogram,-5.852786265681878 joule / kilogram
1376,1992-05-17,0,BNA,1225.9342757229667 joule / kilogram,-16.95557522611647 joule / kilogram
1377,1992-05-17,0,TLH,1626.4594659135087 joule / kilogram,-40.63962543588902 joule / kilogram
1378,1992-05-17,0,WMW,13.471048106820904 joule / kilogram,-28.81786112854723 joule / kilogram
1379,1992-05-17,0,BUF,68.88161122029395 joule / kilogram,-59.74560908756633 joule / kilogram
1380,1992-05-17,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1381,1992-05-17,0,CAR,11.408632082199297 joule / kilogram,-70.19161416188437 joule / kilogram
1382,1992-05-17,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1383,1992-05-17,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1384,1992-05-17,0,PIT,31.270946693329886 joule / kilogram,-0.005116207289837032 joule / kilogram
1385,1992-05-17,0,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1386,1992-05-17,0,WAL,0.6297227518727018 joule / kilogram,-0.00011171468201958028 joule / kilogram
1387,1992-05-17,0,GSO,1138.6360186221398 joule / kilogram,-0.022957518208161255 joule / kilogram
1388,1992-05-17,0,CHS,19.505424631690254 joule / kilogram,-80.70075868355819 joule / kilogram
1389,1992-05-17,0,TBW,1295.1835369171408 joule / kilogram,-19.664377102012914 joule / kilogram
1390,1992-05-18,12,UIL,7.178713548909312 joule / kilogram,-5.24050074168983 joule / kilogram
1391,1992-05-18,12,MFR,0.0 joule / kilogram,0.0 joule / kilogram
1392,1992-05-18,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1393,1992-05-18,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1394,1992-05-18,12,NKX,4.531192168784324 joule / kilogram,-0.0029729833749053665 joule / kilogram
1395,1992-05-18,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1396,1992-05-18,12,RAP,0.0 joule / kilogram,0.0 joule / kilogram
1397,1992-05-18,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1398,1992-05-18,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
1399,1992-05-18,12,DNR,0.0 joule / kilogram,0.0 joule / kilogram
1400,1992-05-18,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
1401,1992-05-18,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1402,1992-05-18,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1403,1992-05-18,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
1404,1992-05-18,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1405,1992-05-18,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1406,1992-05-18,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1407,1992-05-18,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
1408,1992-05-18,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
1409,1992-05-18,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
1410,1992-05-18,12,OUN,34.77218043316124 joule / kilogram,-21.65678460312516 joule / kilogram
1411,1992-05-18,12,MAF,0.0 joule / kilogram,0.0 joule / kilogram
1412,1992-05-18,12,ADN,42.36922722193602 joule / kilogram,-226.8436702504622 joule / kilogram
1413,1992-05-18,12,LZK,3.7342295999585042 joule / kilogram,-238.13606375718143 joule / kilogram
1414,1992-05-18,12,LCH,1213.5482902921772 joule / kilogram,-5.530772980382487 joule / kilogram
1415,1992-05-18,12,JAN,274.59184052362957 joule / kilogram,-118.08593890437272 joule / kilogram
1416,1992-05-18,12,LIX,1.972920654970192 joule / kilogram,-224.34721230377914 joule / kilogram
1417,1992-05-18,12,BNA,31.50011685716241 joule / kilogram,-185.45421557900426 joule / kilogram
1418,1992-05-18,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
1419,1992-05-18,12,WMW,3.4517827781910015 joule / kilogram,-3.624502233065331 joule / kilogram
1420,1992-05-18,12,BUF,0.0 joule / kilogram,-2.4000052193297803 joule / kilogram
1421,1992-05-18,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1422,1992-05-18,12,CAR,0.1187794339475084 joule / kilogram,-0.000118759836444248 joule / kilogram
1423,1992-05-18,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1424,1992-05-18,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1425,1992-05-18,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
1426,1992-05-18,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1427,1992-05-18,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
1428,1992-05-18,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
1429,1992-05-18,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
1430,1992-05-18,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1431,1992-05-18,0,BOI,108.37897937223313 joule / kilogram,-49.02796104419397 joule / kilogram
1432,1992-05-18,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1433,1992-05-18,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1434,1992-05-18,0,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1435,1992-05-18,0,SLC,155.61476776814735 joule / kilogram,-0.14400560860132072 joule / kilogram
1436,1992-05-18,0,GJT,113.21831932531177 joule / kilogram,-1.8974674181581466 joule / kilogram
1437,1992-05-18,0,TUS,0.0 joule / kilogram,0.0 joule / kilogram
1438,1992-05-18,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1439,1992-05-18,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1440,1992-05-18,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
1441,1992-05-18,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1442,1992-05-18,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1443,1992-05-18,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1444,1992-05-18,0,DDC,44.6252141163603 joule / kilogram,-0.00025187855431362346 joule / kilogram
1445,1992-05-18,0,TOP,0.0 joule / kilogram,0.0 joule / kilogram
1446,1992-05-18,0,AMA,553.9327485011493 joule / kilogram,-36.78795872829666 joule / kilogram
1447,1992-05-18,0,OUN,860.6974715823901 joule / kilogram,-0.000704046201215963 joule / kilogram
1448,1992-05-18,0,MAF,377.21646083973087 joule / kilogram,-0.0001464931511476487 joule / kilogram
1449,1992-05-18,0,BRO,6.945556369020736 joule / kilogram,-440.98187275635934 joule / kilogram
1450,1992-05-18,0,LZK,1559.8733981193666 joule / kilogram,-14.78586016226904 joule / kilogram
1451,1992-05-18,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
1452,1992-05-18,0,JAN,208.60512709151575 joule / kilogram,-7.63232695370426 joule / kilogram
1453,1992-05-18,0,LIX,1048.4361964798973 joule / kilogram,-8.587287672038862 joule / kilogram
1454,1992-05-18,0,BNA,494.3129417849797 joule / kilogram,-24.639056722289723 joule / kilogram
1455,1992-05-18,0,TLH,9.692782019571974 joule / kilogram,-8.851399016087335 joule / kilogram
1456,1992-05-18,0,WMW,0.0 joule / kilogram,-0.023697003603943067 joule / kilogram
1457,1992-05-18,0,BUF,223.14393334693096 joule / kilogram,-0.06736756313231482 joule / kilogram
1458,1992-05-18,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1459,1992-05-18,0,CAR,0.16562865503315083 joule / kilogram,-0.0001213555089121539 joule / kilogram
1460,1992-05-18,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1461,1992-05-18,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1462,1992-05-18,0,PIT,585.2289488127378 joule / kilogram,-0.0005159092074763913 joule / kilogram
1463,1992-05-18,0,IAD,4.877265749199146 joule / kilogram,-23.520674527624344 joule / kilogram
1464,1992-05-18,0,CHS,70.1947399676982 joule / kilogram,-49.345480168226565 joule / kilogram
1465,1992-05-18,0,TBW,1865.50766951737 joule / kilogram,-6.765227826477801 joule / kilogram
1466,1992-05-19,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1467,1992-05-19,12,OAK,2.6934038999254213 joule / kilogram,-21.12663098518508 joule / kilogram
1468,1992-05-19,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1469,1992-05-19,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
1470,1992-05-19,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1471,1992-05-19,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1472,1992-05-19,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1473,1992-05-19,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
1474,1992-05-19,12,MAF,0.7499493596543388 joule / kilogram,-46.14528364756135 joule / kilogram
1475,1992-05-19,12,ADN,1056.7367101724722 joule / kilogram,-2.4654723042846354 joule / kilogram
1476,1992-05-19,12,BRO,1065.099462143406 joule / kilogram,-37.792874855574006 joule / kilogram
1477,1992-05-19,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
1478,1992-05-19,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
1479,1992-05-19,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1480,1992-05-19,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
1481,1992-05-19,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1482,1992-05-19,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
1483,1992-05-19,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1484,1992-05-19,0,BOI,51.12620338501196 joule / kilogram,-0.19666136246119456 joule / kilogram
1485,1992-05-19,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1486,1992-05-19,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1487,1992-05-19,0,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1488,1992-05-19,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1489,1992-05-19,0,GJT,0.0 joule / kilogram,0.0 joule / kilogram
1490,1992-05-19,0,TUS,63.62889165829223 joule / kilogram,-116.93742115664693 joule / kilogram
1491,1992-05-19,0,BIS,1970.6763294742059 joule / kilogram,-153.2312795734612 joule / kilogram
1492,1992-05-19,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1493,1992-05-19,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
1494,1992-05-19,0,YMO,0.3901142216011544 joule / kilogram,-0.5359724930077596 joule / kilogram
1495,1992-05-19,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1496,1992-05-19,0,LBF,1332.438433856212 joule / kilogram,-115.20003007137461 joule / kilogram
1497,1992-05-19,0,DDC,40.92365687969858 joule / kilogram,-0.00014162020976731478 joule / kilogram
1498,1992-05-19,0,TOP,10.12976615802873 joule / kilogram,-0.037119771108193006 joule / kilogram
1499,1992-05-19,0,AMA,315.45006363660264 joule / kilogram,-19.378073756370693 joule / kilogram
1500,1992-05-19,0,OUN,302.8071723238569 joule / kilogram,-0.0009663601647023653 joule / kilogram
1501,1992-05-19,0,MAF,305.6399311701783 joule / kilogram,-0.0001459308942036035 joule / kilogram
1502,1992-05-19,0,BRO,190.94443654297476 joule / kilogram,-115.91474264880569 joule / kilogram
1503,1992-05-19,0,LZK,1895.2035994217415 joule / kilogram,-17.504891266232274 joule / kilogram
1504,1992-05-19,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
1505,1992-05-19,0,JAN,7440.156829540061 joule / kilogram,-23.01651512168058 joule / kilogram
1506,1992-05-19,0,LIX,706.8238046271811 joule / kilogram,-8.428274259570598 joule / kilogram
1507,1992-05-19,0,BNA,99.91664602558967 joule / kilogram,-194.38740623071067 joule / kilogram
1508,1992-05-19,0,TLH,7.052325900811518 joule / kilogram,-52.505551906232085 joule / kilogram
1509,1992-05-19,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1510,1992-05-19,0,BUF,7.932410982810386 joule / kilogram,-0.11290231960880176 joule / kilogram
1511,1992-05-19,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1512,1992-05-19,0,CAR,1.350770627338834 joule / kilogram,-0.0037041167211807014 joule / kilogram
1513,1992-05-19,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1514,1992-05-19,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1515,1992-05-19,0,PIT,0.0 joule / kilogram,0.0 joule / kilogram
1516,1992-05-19,0,IAD,100.54895643757048 joule / kilogram,-82.78552670254501 joule / kilogram
1517,1992-05-19,0,WAL,0.6715972063179306 joule / kilogram,-0.00029834963348634785 joule / kilogram
1518,1992-05-20,12,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1519,1992-05-20,12,MFR,122.28909580408568 joule / kilogram,-7.9839317974416 joule / kilogram
1520,1992-05-20,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
1521,1992-05-20,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1522,1992-05-20,12,NKX,19.636209574409698 joule / kilogram,-4.335187552938615 joule / kilogram
1523,1992-05-20,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
1524,1992-05-20,12,SLC,210.3617530093277 joule / kilogram,-265.11434946462543 joule / kilogram
1525,1992-05-20,12,DNR,0.0 joule / kilogram,0.0 joule / kilogram
1526,1992-05-20,12,TUS,187.6763230599355 joule / kilogram,-291.04058641559755 joule / kilogram
1527,1992-05-20,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
1528,1992-05-20,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
1529,1992-05-20,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
1530,1992-05-20,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1531,1992-05-20,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1532,1992-05-20,12,LBF,23.0336790752229 joule / kilogram,-635.4373152960619 joule / kilogram
1533,1992-05-20,12,DDC,353.49952229479084 joule / kilogram,-2.1076958496829357 joule / kilogram
1534,1992-05-20,12,TOP,1.7966008160754063 joule / kilogram,-194.57002146698076 joule / kilogram
1535,1992-05-20,12,AMA,287.3959192296398 joule / kilogram,-0.02705887229012833 joule / kilogram
1536,1992-05-20,12,OUN,192.54948571722136 joule / kilogram,-82.43613317092186 joule / kilogram
1537,1992-05-20,12,MAF,545.2839364497889 joule / kilogram,-11.337437524241437 joule / kilogram
1538,1992-05-20,12,DRT,87.05730311531937 joule / kilogram,-0.0012336142855601032 joule / kilogram
1539,1992-05-20,12,BRO,127.88777961409161 joule / kilogram,-154.20114682400083 joule / kilogram
1540,1992-05-20,12,LZK,57.35499399817456 joule / kilogram,-174.21837515567785 joule / kilogram
1541,1992-05-20,12,LCH,234.53664058377453 joule / kilogram,-80.61582276059937 joule / kilogram
1542,1992-05-20,12,JAN,23.614916986359106 joule / kilogram,-280.5798226869408 joule / kilogram
1543,1992-05-20,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
1544,1992-05-20,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
1545,1992-05-20,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1546,1992-05-20,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
1547,1992-05-20,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1548,1992-05-20,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
1549,1992-05-20,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1550,1992-05-20,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
1551,1992-05-20,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
1552,1992-05-20,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
1553,1992-05-20,12,GSO,0.07843157441563045 joule / kilogram,-0.0042385280025663994 joule / kilogram
1554,1992-05-20,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
1555,1992-05-20,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
1556,1992-05-20,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
1557,1992-05-20,0,MFR,714.3698844651459 joule / kilogram,-31.916961697257044 joule / kilogram
1558,1992-05-20,0,BOI,146.90639104262095 joule / kilogram,-23.118555174429062 joule / kilogram
1559,1992-05-20,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
1560,1992-05-20,0,NKX,0.0 joule / kilogram,0.0 joule / kilogram
1561,1992-05-20,0,GGW,408.83001582384804 joule / kilogram,-26.96151674656537 joule / kilogram
1562,1992-05-20,0,RAP,0.6225061377899738 joule / kilogram,-352.80127964360844 joule / kilogram
1563,1992-05-20,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
1564,1992-05-20,0,GJT,10.600007675560056 joule / kilogram,-287.73254737226694 joule / kilogram
1565,1992-05-20,0,DNR,330.3221149427858 joule / kilogram,-187.22774747641694 joule / kilogram
1566,1992-05-20,0,TUS,732.3301143188271 joule / kilogram,-50.44485916025474 joule / kilogram
1567,1992-05-20,0,BIS,1867.7477491212283 joule / kilogram,-287.6202871679118 joule / kilogram
1568,1992-05-20,0,WPL,1075.46240020587 joule / kilogram,-123.50638124031519 joule / kilogram
1569,1992-05-20,0,INL,981.8760848169961 joule / kilogram,-274.8180946929979 joule / kilogram
1570,1992-05-20,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
1571,1992-05-20,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
1572,1992-05-20,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
1573,1992-05-20,0,TOP,892.9305954849883 joule / kilogram,-0.08434099660092273 joule / kilogram
1574,1992-05-20,0,AMA,0.0 joule / kilogram,0.0 joule / kilogram
1575,1992-05-20,0,OUN,1759.6221720452331 joule / kilogram,-1.472687664375826 joule / kilogram
1576,1992-05-20,0,MAF,300.06744334018515 joule / kilogram,-0.00014664457527203425 joule / kilogram
1577,1992-05-20,0,BRO,0.0 joule / kilogram,0.0 joule / kilogram
1578,1992-05-20,0,LZK,2051.3964576526105 joule / kilogram,-22.60873370493964 joule / kilogram
1579,1992-05-20,0,LCH,377.46789417413254 joule / kilogram,-0.011822146136000175 joule / kilogram
1580,1992-05-20,0,JAN,2157.0401645778925 joule / kilogram,-37.071804922145766 joule / kilogram
1581,1992-05-20,0,LIX,170.38508003207022 joule / kilogram,-28.073017078744943 joule / kilogram
1582,1992-05-20,0,BNA,70.50406029254435 joule / kilogram,-259.79315737550604 joule / kilogram
1583,1992-05-20,0,TLH,36.26568826305188 joule / kilogram,-44.88533393070228 joule / kilogram
1584,1992-05-20,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
1585,1992-05-20,0,BUF,1.571784768483772 joule / kilogram,-0.008856268032904874 joule / kilogram
1586,1992-05-20,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
1587,1992-05-20,0,CAR,0.22294447334736425 joule / kilogram,-0.00012027785836773919 joule / kilogram
1588,1992-05-20,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
1589,1992-05-20,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
