,Date,Time,Station,CAPE,CIN
617,1992-05-08,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
618,1992-05-08,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
619,1992-05-08,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
620,1992-05-08,0,MFR,0.0 joule / kilogram,0.0 joule / kilogram
621,1992-05-08,0,BOI,397.8151048837262 joule / kilogram,-0.38993278186251673 joule / kilogram
622,1992-05-08,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
623,1992-05-08,0,NKX,25.57388585090327 joule / kilogram,-0.0007204955076453324 joule / kilogram
624,1992-05-08,0,RAP,39.26172118141834 joule / kilogram,-0.19812236172658756 joule / kilogram
625,1992-05-08,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
626,1992-05-08,0,GJT,69.81307440867069 joule / kilogram,-8.78797038506382 joule / kilogram
627,1992-05-08,0,ABQ,166.70741663216944 joule / kilogram,-59.05444276584493 joule / kilogram
628,1992-05-08,0,TUS,0.0 joule / kilogram,0.0 joule / kilogram
629,1992-05-08,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
630,1992-05-08,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
631,1992-05-08,0,INL,49.56984259081995 joule / kilogram,-113.49964395175833 joule / kilogram
632,1992-05-08,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
633,1992-05-08,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
634,1992-05-08,0,LBF,127.80789260094144 joule / kilogram,-125.5119306369118 joule / kilogram
635,1992-05-08,0,DDC,44.966818731232664 joule / kilogram,-0.00014490614829539084 joule / kilogram
636,1992-05-08,0,TOP,0.0 joule / kilogram,0.0 joule / kilogram
637,1992-05-08,0,AMA,2.522677860645182 joule / kilogram,-1.2856937973635005 joule / kilogram
638,1992-05-08,0,OUN,12.999740769429973 joule / kilogram,-0.0001268183415620608 joule / kilogram
639,1992-05-08,0,MAF,182.93710139677728 joule / kilogram,-0.0014190138760877765 joule / kilogram
640,1992-05-08,0,DRT,51.35846625550335 joule / kilogram,-0.0001819467089340818 joule / kilogram
641,1992-05-08,0,CRP,0.0 joule / kilogram,0.0 joule / kilogram
642,1992-05-08,0,BRO,0.0 joule / kilogram,0.0 joule / kilogram
643,1992-05-08,0,LZK,0.0 joule / kilogram,0.0 joule / kilogram
644,1992-05-08,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
645,1992-05-08,0,JAN,0.0 joule / kilogram,0.0 joule / kilogram
646,1992-05-08,0,LIX,0.0 joule / kilogram,0.0 joule / kilogram
647,1992-05-08,0,BNA,0.9988887243983495 joule / kilogram,-0.03931735679695617 joule / kilogram
648,1992-05-08,0,TLH,18.091591376827807 joule / kilogram,-8.451548179912972 joule / kilogram
649,1992-05-08,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
650,1992-05-08,0,BUF,2.0890969263502717 joule / kilogram,-0.7670649338038765 joule / kilogram
651,1992-05-08,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
652,1992-05-08,0,CAR,0.0 joule / kilogram,0.0 joule / kilogram
653,1992-05-08,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
654,1992-05-08,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
655,1992-05-08,0,PIT,0.0 joule / kilogram,0.0 joule / kilogram
656,1992-05-08,0,IAD,0.0 joule / kilogram,0.0 joule / kilogram
657,1992-05-08,0,WAL,0.0 joule / kilogram,0.0 joule / kilogram
658,1992-05-08,0,GSO,0.0 joule / kilogram,0.0 joule / kilogram
659,1992-05-08,0,CHS,0.0 joule / kilogram,0.0 joule / kilogram
660,1992-05-08,0,TBW,19.979022427996206 joule / kilogram,-13.788289368298491 joule / kilogram
661,1992-05-09,12,UIL,33.85555940073189 joule / kilogram,-8.939189887570311 joule / kilogram
662,1992-05-09,12,BOI,10.0195982516637 joule / kilogram,-41.5494944091376 joule / kilogram
663,1992-05-09,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
664,1992-05-09,12,NKX,0.01718234096190379 joule / kilogram,-1.0542592303490594 joule / kilogram
665,1992-05-09,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
666,1992-05-09,12,SLC,422.4082614417057 joule / kilogram,-3.9824668159384586 joule / kilogram
667,1992-05-09,12,GJT,275.9921156422735 joule / kilogram,-9.428938316239908 joule / kilogram
668,1992-05-09,12,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
669,1992-05-09,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
670,1992-05-09,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
671,1992-05-09,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
672,1992-05-09,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
673,1992-05-09,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
674,1992-05-09,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
675,1992-05-09,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
676,1992-05-09,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
677,1992-05-09,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
678,1992-05-09,12,OUN,0.0 joule / kilogram,0.0 joule / kilogram
679,1992-05-09,12,MAF,0.0 joule / kilogram,0.0 joule / kilogram
680,1992-05-09,12,CRP,0.08605471604359045 joule / kilogram,-94.24089939656292 joule / kilogram
681,1992-05-09,12,ADN,119.86823989311407 joule / kilogram,-3.131509825256976 joule / kilogram
682,1992-05-09,12,BRO,11.668837055257207 joule / kilogram,-36.944862347782696 joule / kilogram
683,1992-05-09,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
684,1992-05-09,12,LCH,0.0 joule / kilogram,0.0 joule / kilogram
685,1992-05-09,12,JAN,0.0 joule / kilogram,0.0 joule / kilogram
686,1992-05-09,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
687,1992-05-09,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
688,1992-05-09,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
689,1992-05-09,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
690,1992-05-09,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
691,1992-05-09,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
692,1992-05-09,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
693,1992-05-09,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
694,1992-05-09,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
695,1992-05-09,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
696,1992-05-09,12,IAD,1.0215838982349625 joule / kilogram,-6.120884393583125 joule / kilogram
697,1992-05-09,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
698,1992-05-09,12,GSO,2.101933721889587 joule / kilogram,-0.06202739774876598 joule / kilogram
699,1992-05-09,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
700,1992-05-09,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
701,1992-05-09,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
702,1992-05-09,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
703,1992-05-09,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
704,1992-05-09,0,NKX,10.029883624668827 joule / kilogram,-0.0030340144448303347 joule / kilogram
705,1992-05-09,0,GGW,23.309818293645872 joule / kilogram,-166.34250386403184 joule / kilogram
706,1992-05-09,0,RAP,536.7930811615511 joule / kilogram,-11.65777011723572 joule / kilogram
707,1992-05-09,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
708,1992-05-09,0,GJT,361.651923636412 joule / kilogram,-24.975398316093926 joule / kilogram
709,1992-05-09,0,ABQ,36.499002634773866 joule / kilogram,-10.913139508573732 joule / kilogram
710,1992-05-09,0,TUS,72.39515938026044 joule / kilogram,-3.812457098868081 joule / kilogram
711,1992-05-09,0,BIS,147.40772289365268 joule / kilogram,-229.45508203569602 joule / kilogram
712,1992-05-09,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
713,1992-05-09,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
714,1992-05-09,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
715,1992-05-09,0,GRB,0.024540309158112294 joule / kilogram,-0.09208369678382516 joule / kilogram
716,1992-05-09,0,LBF,508.2019040406832 joule / kilogram,-88.4732807144768 joule / kilogram
717,1992-05-09,0,DDC,48.69218981610111 joule / kilogram,-0.0012843702581861445 joule / kilogram
718,1992-05-09,0,TOP,0.0 joule / kilogram,0.0 joule / kilogram
719,1992-05-09,0,AMA,95.81108338836144 joule / kilogram,-0.07622844581183866 joule / kilogram
720,1992-05-09,0,OUN,20.320431721936668 joule / kilogram,-0.00013026767286764506 joule / kilogram
721,1992-05-09,0,MAF,320.66895116431084 joule / kilogram,-0.00020532806639864495 joule / kilogram
722,1992-05-09,0,DRT,31.019323200858025 joule / kilogram,-0.00030015153804482014 joule / kilogram
723,1992-05-09,0,CRP,0.0 joule / kilogram,0.0 joule / kilogram
724,1992-05-09,0,BRO,0.0 joule / kilogram,0.0 joule / kilogram
725,1992-05-09,0,LZK,0.8205126480021124 joule / kilogram,-0.003991185968697713 joule / kilogram
726,1992-05-09,0,LCH,0.0 joule / kilogram,0.0 joule / kilogram
727,1992-05-09,0,JAN,0.0 joule / kilogram,0.0 joule / kilogram
728,1992-05-09,0,LIX,0.0 joule / kilogram,0.0 joule / kilogram
729,1992-05-09,0,BNA,0.0 joule / kilogram,0.0 joule / kilogram
730,1992-05-09,0,TLH,1.702022996255046 joule / kilogram,-0.3123412850180302 joule / kilogram
731,1992-05-09,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
732,1992-05-09,0,BUF,1.0930511256192428 joule / kilogram,-0.0019280271906777459 joule / kilogram
733,1992-05-09,0,ALB,0.0 joule / kilogram,0.0 joule / kilogram
734,1992-05-09,0,CAR,2.0307043238916545 joule / kilogram,-0.00012055454516906179 joule / kilogram
735,1992-05-09,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
736,1992-05-09,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
737,1992-05-09,0,PIT,0.0 joule / kilogram,0.0 joule / kilogram
738,1992-05-09,0,IAD,0.0 joule / kilogram,0.0 joule / kilogram
739,1992-05-09,0,WAL,0.0 joule / kilogram,-0.004319107615418627 joule / kilogram
740,1992-05-09,0,GSO,59.802591435766914 joule / kilogram,-0.004332713000870472 joule / kilogram
741,1992-05-09,0,CHS,2.751382455450797 joule / kilogram,-8.16878905083105 joule / kilogram
742,1992-05-09,0,TBW,6.300464225092161 joule / kilogram,-6.533920429074164 joule / kilogram
743,1992-05-10,12,UIL,52.3784968379782 joule / kilogram,-5.519299935068592 joule / kilogram
744,1992-05-10,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
745,1992-05-10,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
746,1992-05-10,12,NKX,0.0 joule / kilogram,0.0 joule / kilogram
747,1992-05-10,12,RAP,0.0 joule / kilogram,0.0 joule / kilogram
748,1992-05-10,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
749,1992-05-10,12,GJT,44.40230279413924 joule / kilogram,-105.19189374999596 joule / kilogram
750,1992-05-10,12,ABQ,147.85256234902525 joule / kilogram,-7.826465525240996 joule / kilogram
751,1992-05-10,12,TUS,0.7494385034711892 joule / kilogram,-267.98292273387966 joule / kilogram
752,1992-05-10,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
753,1992-05-10,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
754,1992-05-10,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
755,1992-05-10,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
756,1992-05-10,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
757,1992-05-10,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
758,1992-05-10,12,DDC,24.128564329360483 joule / kilogram,-432.3670603415533 joule / kilogram
759,1992-05-10,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
760,1992-05-10,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
761,1992-05-10,12,OUN,78.72500218612451 joule / kilogram,-73.99260852338828 joule / kilogram
762,1992-05-10,12,MAF,33.71013696515242 joule / kilogram,-437.7668266923717 joule / kilogram
763,1992-05-10,12,DRT,373.4732736627594 joule / kilogram,-0.0012036125550878513 joule / kilogram
764,1992-05-10,12,CRP,64.88497714573784 joule / kilogram,-457.2622838376092 joule / kilogram
765,1992-05-10,12,ADN,0.0 joule / kilogram,-348.7590879688202 joule / kilogram
766,1992-05-10,12,BRO,368.52909561915527 joule / kilogram,-329.8991993111671 joule / kilogram
767,1992-05-10,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
768,1992-05-10,12,LCH,0.0 joule / kilogram,0.0 joule / kilogram
769,1992-05-10,12,JAN,0.0 joule / kilogram,0.0 joule / kilogram
770,1992-05-10,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
771,1992-05-10,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
772,1992-05-10,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
773,1992-05-10,12,WMW,0.09544301351888175 joule / kilogram,-0.14815675133010184 joule / kilogram
774,1992-05-10,12,BUF,0.17469859150578368 joule / kilogram,-0.0018882110031487333 joule / kilogram
775,1992-05-10,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
776,1992-05-10,12,CAR,0.04814258497388742 joule / kilogram,-0.00011556841875870843 joule / kilogram
777,1992-05-10,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
778,1992-05-10,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
779,1992-05-10,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
780,1992-05-10,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
781,1992-05-10,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
782,1992-05-10,12,GSO,0.0 joule / kilogram,0.0 joule / kilogram
783,1992-05-10,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
784,1992-05-10,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
785,1992-05-10,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
786,1992-05-10,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
787,1992-05-10,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
788,1992-05-10,0,NKX,0.20528029128289824 joule / kilogram,-0.7803927910520186 joule / kilogram
789,1992-05-10,0,GGW,0.6124684273756292 joule / kilogram,-3.3032829497720626 joule / kilogram
790,1992-05-10,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
791,1992-05-10,0,GJT,99.62733395640193 joule / kilogram,-3.7578195082626804 joule / kilogram
792,1992-05-10,0,ABQ,42.24506818395045 joule / kilogram,-124.03962592978624 joule / kilogram
793,1992-05-10,0,TUS,21.887372220346847 joule / kilogram,-13.341503023159088 joule / kilogram
794,1992-05-10,0,BIS,51.90938519922838 joule / kilogram,-271.66104300738397 joule / kilogram
795,1992-05-10,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
796,1992-05-10,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
797,1992-05-10,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
798,1992-05-10,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
799,1992-05-10,0,LBF,493.54925152302206 joule / kilogram,-0.0011290795612974992 joule / kilogram
800,1992-05-10,0,DDC,191.38050555033158 joule / kilogram,-0.00014615486221387214 joule / kilogram
801,1992-05-10,0,TOP,0.00930628087526186 joule / kilogram,-125.90938618745565 joule / kilogram
802,1992-05-10,0,AMA,0.7304831047312523 joule / kilogram,-0.02490144589266186 joule / kilogram
803,1992-05-10,0,OUN,49.00461210071979 joule / kilogram,-0.00012988171795048952 joule / kilogram
804,1992-05-10,0,MAF,1230.7737283562694 joule / kilogram,-0.00014791985167003188 joule / kilogram
805,1992-05-10,0,CRP,298.025048943178 joule / kilogram,-3.2958228026883516 joule / kilogram
806,1992-05-10,0,BRO,94.24747750458079 joule / kilogram,-1.4008901806370966 joule / kilogram
807,1992-05-10,0,LZK,0.0 joule / kilogram,0.0 joule / kilogram
808,1992-05-10,0,LCH,13.166574551445958 joule / kilogram,-5.101097795952592 joule / kilogram
809,1992-05-10,0,JAN,0.0 joule / kilogram,0.0 joule / kilogram
810,1992-05-10,0,LIX,0.0 joule / kilogram,0.0 joule / kilogram
811,1992-05-10,0,BNA,0.0 joule / kilogram,0.0 joule / kilogram
812,1992-05-10,0,TLH,0.10783971283851823 joule / kilogram,-53.123373196206 joule / kilogram
813,1992-05-10,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
814,1992-05-10,0,BUF,0.9764225531215405 joule / kilogram,-0.6431553748323932 joule / kilogram
815,1992-05-10,0,ALB,4.497690663463105 joule / kilogram,-60.67449510580108 joule / kilogram
816,1992-05-10,0,CAR,48.59759482499282 joule / kilogram,-81.98602530134829 joule / kilogram
817,1992-05-10,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
818,1992-05-10,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
819,1992-05-10,0,PIT,1.5221735525023876 joule / kilogram,-0.0004933075425283241 joule / kilogram
820,1992-05-10,0,IAD,172.1012531728178 joule / kilogram,-14.755166460478913 joule / kilogram
821,1992-05-10,0,WAL,0.0 joule / kilogram,-0.0005877800345126462 joule / kilogram
822,1992-05-10,0,GSO,1036.1673918970669 joule / kilogram,-58.19612115984702 joule / kilogram
823,1992-05-10,0,CHS,0.1594719643897143 joule / kilogram,-94.32495732624969 joule / kilogram
824,1992-05-10,0,TBW,0.0 joule / kilogram,0.0 joule / kilogram
825,1992-05-11,12,UIL,0.0 joule / kilogram,0.0 joule / kilogram
826,1992-05-11,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
827,1992-05-11,12,OAK,0.0 joule / kilogram,0.0 joule / kilogram
828,1992-05-11,12,NKX,0.06663610148140575 joule / kilogram,-16.029652058852417 joule / kilogram
829,1992-05-11,12,GGW,0.0 joule / kilogram,0.0 joule / kilogram
830,1992-05-11,12,RAP,0.0 joule / kilogram,0.0 joule / kilogram
831,1992-05-11,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
832,1992-05-11,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
833,1992-05-11,12,DNR,0.0 joule / kilogram,0.0 joule / kilogram
834,1992-05-11,12,TUS,594.3869510135721 joule / kilogram,-83.75309265922782 joule / kilogram
835,1992-05-11,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
836,1992-05-11,12,WPL,0.0 joule / kilogram,0.0 joule / kilogram
837,1992-05-11,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
838,1992-05-11,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
839,1992-05-11,12,GRB,0.0 joule / kilogram,0.0 joule / kilogram
840,1992-05-11,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
841,1992-05-11,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
842,1992-05-11,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
843,1992-05-11,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
844,1992-05-11,12,OUN,0.0 joule / kilogram,0.0 joule / kilogram
845,1992-05-11,12,MAF,467.144761593076 joule / kilogram,-245.64239621784316 joule / kilogram
846,1992-05-11,12,DRT,2136.5962232178886 joule / kilogram,-161.5531102632907 joule / kilogram
847,1992-05-11,12,CRP,2522.084441796063 joule / kilogram,-2.424056945151269 joule / kilogram
848,1992-05-11,12,BRO,2040.045189703355 joule / kilogram,-4.161147479110407 joule / kilogram
849,1992-05-11,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
850,1992-05-11,12,LCH,454.68073756559517 joule / kilogram,-47.93857664364722 joule / kilogram
851,1992-05-11,12,JAN,0.0 joule / kilogram,0.0 joule / kilogram
852,1992-05-11,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
853,1992-05-11,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
854,1992-05-11,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
855,1992-05-11,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
856,1992-05-11,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
857,1992-05-11,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
858,1992-05-11,12,CAR,0.2445018791418304 joule / kilogram,-0.00011252222164950404 joule / kilogram
859,1992-05-11,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
860,1992-05-11,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
861,1992-05-11,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
862,1992-05-11,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
863,1992-05-11,12,WAL,0.0 joule / kilogram,0.0 joule / kilogram
864,1992-05-11,12,GSO,0.0 joule / kilogram,0.0 joule / kilogram
865,1992-05-11,12,CHS,0.0 joule / kilogram,0.0 joule / kilogram
866,1992-05-11,12,TBW,0.0 joule / kilogram,0.0 joule / kilogram
867,1992-05-11,0,UIL,0.0 joule / kilogram,0.0 joule / kilogram
868,1992-05-11,0,BOI,0.0 joule / kilogram,0.0 joule / kilogram
869,1992-05-11,0,OAK,0.0 joule / kilogram,0.0 joule / kilogram
870,1992-05-11,0,NKX,2.5842977532600004 joule / kilogram,-0.003010650095873384 joule / kilogram
871,1992-05-11,0,GGW,8.553080246237844 joule / kilogram,-41.55462032529264 joule / kilogram
872,1992-05-11,0,RAP,1.131217464947044 joule / kilogram,-27.501477243766008 joule / kilogram
873,1992-05-11,0,SLC,0.0 joule / kilogram,0.0 joule / kilogram
874,1992-05-11,0,GJT,0.0 joule / kilogram,0.0 joule / kilogram
875,1992-05-11,0,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
876,1992-05-11,0,TUS,0.0 joule / kilogram,0.0 joule / kilogram
877,1992-05-11,0,BIS,0.0 joule / kilogram,0.0 joule / kilogram
878,1992-05-11,0,WPL,0.0 joule / kilogram,0.0 joule / kilogram
879,1992-05-11,0,INL,0.0 joule / kilogram,0.0 joule / kilogram
880,1992-05-11,0,YMO,0.0 joule / kilogram,0.0 joule / kilogram
881,1992-05-11,0,GRB,0.0 joule / kilogram,0.0 joule / kilogram
882,1992-05-11,0,LBF,0.0 joule / kilogram,0.0 joule / kilogram
883,1992-05-11,0,DDC,0.0 joule / kilogram,0.0 joule / kilogram
884,1992-05-11,0,TOP,1112.9885762074266 joule / kilogram,-1.3059907699064652 joule / kilogram
885,1992-05-11,0,AMA,0.0 joule / kilogram,0.0 joule / kilogram
886,1992-05-11,0,OUN,1068.8346818904188 joule / kilogram,-0.00013058777237866923 joule / kilogram
887,1992-05-11,0,MAF,768.38516389994 joule / kilogram,-0.00023567318138532228 joule / kilogram
888,1992-05-11,0,DRT,6.8930681498632245 joule / kilogram,-0.00012949564212736848 joule / kilogram
889,1992-05-11,0,CRP,0.0 joule / kilogram,0.0 joule / kilogram
890,1992-05-11,0,BRO,2576.9937809639273 joule / kilogram,-27.0388804809638 joule / kilogram
891,1992-05-11,0,LZK,15.003907303324318 joule / kilogram,-0.009939822058735146 joule / kilogram
892,1992-05-11,0,LCH,156.90625428635957 joule / kilogram,-91.39112913796498 joule / kilogram
893,1992-05-11,0,LIX,0.6846535212937293 joule / kilogram,-9.286252272701134 joule / kilogram
894,1992-05-11,0,BNA,1.0717534088100193 joule / kilogram,-0.033233598229369436 joule / kilogram
895,1992-05-11,0,TLH,0.0 joule / kilogram,0.0 joule / kilogram
896,1992-05-11,0,WMW,0.0 joule / kilogram,0.0 joule / kilogram
897,1992-05-11,0,BUF,0.01683377324334568 joule / kilogram,-0.099524644559171 joule / kilogram
898,1992-05-11,0,ALB,30.67592655169123 joule / kilogram,-37.71343459792217 joule / kilogram
899,1992-05-11,0,CAR,5.971629677556612 joule / kilogram,-0.00026308855344464257 joule / kilogram
900,1992-05-11,0,YQI,0.0 joule / kilogram,0.0 joule / kilogram
901,1992-05-11,0,CHH,0.0 joule / kilogram,0.0 joule / kilogram
902,1992-05-11,0,PIT,0.0 joule / kilogram,0.0 joule / kilogram
903,1992-05-11,0,IAD,51.00239392419012 joule / kilogram,-46.98749609832925 joule / kilogram
904,1992-05-11,0,WAL,50.284401886821314 joule / kilogram,-36.257856408980054 joule / kilogram
905,1992-05-11,0,GSO,1.237302445906821 joule / kilogram,-2.3872329301555264 joule / kilogram
906,1992-05-11,0,CHS,0.0 joule / kilogram,0.0 joule / kilogram
907,1992-05-11,0,TBW,0.0 joule / kilogram,0.0 joule / kilogram
908,1992-05-12,12,UIL,0.0 joule / kilogram,0.0 joule / kilogram
909,1992-05-12,12,BOI,0.0 joule / kilogram,0.0 joule / kilogram
910,1992-05-12,12,OAK,0.3225097799471749 joule / kilogram,-0.0018276121814392527 joule / kilogram
911,1992-05-12,12,NKX,23.862578045638916 joule / kilogram,-13.193937602986141 joule / kilogram
912,1992-05-12,12,RAP,0.0 joule / kilogram,0.0 joule / kilogram
913,1992-05-12,12,SLC,0.0 joule / kilogram,0.0 joule / kilogram
914,1992-05-12,12,GJT,0.0 joule / kilogram,0.0 joule / kilogram
915,1992-05-12,12,ABQ,0.0 joule / kilogram,0.0 joule / kilogram
916,1992-05-12,12,TUS,0.0 joule / kilogram,0.0 joule / kilogram
917,1992-05-12,12,BIS,0.0 joule / kilogram,0.0 joule / kilogram
918,1992-05-12,12,WPL,0.618322392007305 joule / kilogram,-189.9766448262976 joule / kilogram
919,1992-05-12,12,INL,0.0 joule / kilogram,0.0 joule / kilogram
920,1992-05-12,12,YMO,0.0 joule / kilogram,0.0 joule / kilogram
921,1992-05-12,12,GRB,2.2171229210367294 joule / kilogram,-291.29059059978596 joule / kilogram
922,1992-05-12,12,LBF,0.0 joule / kilogram,0.0 joule / kilogram
923,1992-05-12,12,DDC,0.0 joule / kilogram,0.0 joule / kilogram
924,1992-05-12,12,TOP,0.0 joule / kilogram,0.0 joule / kilogram
925,1992-05-12,12,AMA,0.0 joule / kilogram,0.0 joule / kilogram
926,1992-05-12,12,OUN,0.0 joule / kilogram,0.0 joule / kilogram
927,1992-05-12,12,MAF,0.0 joule / kilogram,0.0 joule / kilogram
928,1992-05-12,12,CRP,1712.709220550319 joule / kilogram,-9.694272545209284 joule / kilogram
929,1992-05-12,12,ADN,559.3730048660337 joule / kilogram,-477.5621782015486 joule / kilogram
930,1992-05-12,12,BRO,1311.914603428204 joule / kilogram,-128.2454140917898 joule / kilogram
931,1992-05-12,12,LZK,0.0 joule / kilogram,0.0 joule / kilogram
932,1992-05-12,12,LCH,1835.0147809802818 joule / kilogram,-13.416856464734963 joule / kilogram
933,1992-05-12,12,JAN,26.657541933378777 joule / kilogram,-176.2923022522606 joule / kilogram
934,1992-05-12,12,LIX,0.0 joule / kilogram,0.0 joule / kilogram
935,1992-05-12,12,BNA,0.0 joule / kilogram,0.0 joule / kilogram
936,1992-05-12,12,TLH,0.0 joule / kilogram,0.0 joule / kilogram
937,1992-05-12,12,WMW,0.0 joule / kilogram,0.0 joule / kilogram
938,1992-05-12,12,BUF,0.0 joule / kilogram,0.0 joule / kilogram
939,1992-05-12,12,ALB,0.0 joule / kilogram,0.0 joule / kilogram
940,1992-05-12,12,CAR,0.0 joule / kilogram,0.0 joule / kilogram
941,1992-05-12,12,YQI,0.0 joule / kilogram,0.0 joule / kilogram
942,1992-05-12,12,CHH,0.0 joule / kilogram,0.0 joule / kilogram
943,1992-05-12,12,PIT,0.0 joule / kilogram,0.0 joule / kilogram
944,1992-05-12,12,IAD,0.0 joule / kilogram,0.0 joule / kilogram
